file_name,comment_id,original_sentence,cleaned_sentence,sentence_embedding,codes,themes,food and drinks,place,people,opinions
restaurant_reviews.docx,7,"great places carry on doing great things year after year, untroubled by any of that",great places carry great things year year untroubled,"[-0.0144292   0.00595813  0.02904718  0.0503506   0.0555688   0.04051108
  0.154889    0.00111352 -0.0725636  -0.04626526 -0.00971772 -0.00209442
 -0.63765459  0.0714996   0.01843228  0.0779208   0.017838    0.00283204
 -0.06542637  0.0085844  -0.0029422   0.01468149 -0.04381132  0.0207134
 -0.03298936  0.1269574  -0.00448436 -0.0184096   0.0501304  -0.03735336
  0.076147   -0.00538254  0.01956292  0.053853    0.11143952  0.00684248
  0.03705168  0.01418684  0.04045212  0.00543984 -0.06767002  0.0301304
  0.0539984   0.0147422   0.03303702  0.00348421 -0.0051468   0.0134862
 -0.01943762  0.0522812 ]",positive,opinions,0,0,0,1
restaurant_reviews.docx,8,It has cropped up in various round-ups of London's Greek Cypriot restaurants over the years.,cropped various roundups Londons Greek Cypriot restaurants years,"[ 0.0344886  -0.0012422   0.0301295   0.03395798  0.1142732  -0.05654
  0.03490588 -0.063509    0.0074706  -0.1757616  -0.06340934 -0.098233
 -0.3036782   0.05469218  0.00329978 -0.0854134   0.04545512 -0.045115
  0.01465138  0.005069    0.0248736  -0.04283096 -0.02868938 -0.11670814
  0.00254894  0.1684948  -0.03509804  0.012533   -0.0125578  -0.0878864
  0.07088834  0.07641902 -0.0009237   0.0079306   0.04277104 -0.0362544
  0.02074168  0.06383362  0.04046392  0.00055032  0.03170996 -0.0511846
 -0.0712154  -0.03434398 -0.04542876 -0.01450121  0.0090744   0.01161612
 -0.04328956  0.029831  ]",reviews,opinions,0,0,0,1
restaurant_reviews.docx,8,It has occasionally been reviewed in more detail.,occasionally reviewed detail,"[-0.0211835   0.0167006  -0.00611194  0.00185056  0.034853    0.005585
  0.0226126  -0.0548202  -0.0008002   0.003603   -0.0099732  -0.00208552
 -0.129316   -0.00608188 -0.0246418   0.0127628   0.0347728  -0.0064878
  0.01988096 -0.0274754  -0.0151096  -0.021287   -0.0154501  -0.0234094
 -0.0375968   0.0494326   0.00675674  0.0329126  -0.0147858   0.0006304
  0.0254354   0.0279026   0.0099752  -0.00235693  0.0143236  -0.01176486
 -0.00369348 -0.0087074   0.0308274  -0.01787504  0.0529784   0.020532
  0.0287322  -0.0037126   0.0070348  -0.022013   -0.0139222  -0.01762894
 -0.036617   -0.0060062 ]",reviews,opinions,0,0,0,1
restaurant_reviews.docx,9,I heard about it because the London Evening Standard asked 25 chefs to name their favourite cheap restaurants.,heard London Evening Standard asked chefs name favourite cheap restaurants,"[ 0.04002842  0.055743    0.0155876  -0.0089184   0.06407334 -0.06118232
  0.13453248 -0.00779084  0.0283321  -0.03539286 -0.06027402 -0.026244
 -0.690488    0.01355494  0.02987394  0.04330904  0.08687978 -0.06776284
 -0.0215581   0.00595096 -0.030201   -0.0939598  -0.0167544  -0.10551638
 -0.0065784   0.13920646  0.00930685 -0.02221724  0.02146504 -0.14539518
  0.04890458  0.0307398  -0.0179668  -0.0085276   0.10645636  0.01234058
  0.02687154  0.03004744  0.0735738  -0.00721998 -0.07115718  0.060983
 -0.05271218  0.04416038  0.01826175  0.0017068   0.08130126 -0.01670661
 -0.06326214 -0.03149218]",reviews; chefs,opinions; people,0,0,1,1
restaurant_reviews.docx,9,"Some of them – Padella, Hoppers, Kiln – were recommendations of nice high-profile places, without taking us off anybody's beaten track.",Padella Hoppers Kiln recommendations nice highprofile places without taking us anybodys beaten track,"[-1.91305801e-02  2.43251187e-02  8.86390056e-03 -1.19388206e-02
  9.28555594e-02 -1.33836406e-02  1.21600918e-01 -6.52449003e-02
  4.43471953e-03 -6.24598011e-02 -3.66594252e-02 -2.00257981e-02
 -6.25071942e-01 -9.55189969e-03 -2.84516412e-02 -9.89989402e-03
  3.04506039e-03 -8.28330998e-02 -3.18461990e-02 -6.62603997e-02
  5.15157996e-02 -2.07999945e-04  2.98903991e-02 -4.47032186e-02
  8.06020096e-03  2.06991859e-01 -2.71405995e-02  1.24190599e-02
 -4.65624002e-02  1.63036583e-02  2.78895196e-02  2.41302193e-02
  7.26017967e-03 -3.81401934e-03  7.66583809e-02 -3.54811200e-02
  1.02547805e-02  9.45060396e-02  1.23120806e-02  5.65252210e-02
  5.43922000e-02  3.65503009e-02  3.90777082e-02 -5.35761810e-02
  1.77867198e-02 -7.07654029e-03  4.48232001e-02  5.28446017e-02
  5.43149601e-02  6.49260201e-02]",reviews; chefs,opinions; people,0,0,1,1
restaurant_reviews.docx,10,"'It feels like you're eating inside somebody's home,' he told the Standard.",feels like youre eating inside somebodys home told Standard,"[-3.96694597e-02  1.50534593e-02  8.01126388e-02 -8.54069147e-03
 -3.25907994e-02  2.02689839e-02  1.27797162e-01  1.09688361e-02
  2.46527717e-02  1.89652008e-02 -1.97219995e-02 -1.46684806e-02
 -7.17779404e-01 -4.89733801e-02 -3.62507061e-02  1.94254219e-02
  6.06877597e-02 -6.66705330e-02 -4.91230004e-02 -3.60325809e-02
  3.99668809e-02 -1.87480524e-04  1.21397846e-02  2.71125795e-02
 -2.24661999e-02  1.37678201e-01 -1.02651799e-02 -2.98591998e-02
  5.58213038e-03 -2.68276882e-02 -8.29410002e-02 -1.11559397e-02
 -3.18794543e-02 -3.93134396e-02 -5.37795602e-02  3.78030005e-02
 -5.05388193e-02  9.92859989e-03  8.60533971e-03  6.01968945e-02
 -5.84980395e-02  5.31195594e-02  6.69599906e-03 -4.49876036e-03
  8.13481396e-02 -1.96421189e-02  1.01352800e-01  5.18422002e-02
 -1.26875004e-02  6.11352596e-02]",reviews; positive,opinions,0,0,0,1
restaurant_reviews.docx,10,"'The food is much like the restaurant: simple, rustic and packed full of charm and character.'",food much like restaurant simple rustic packed full charm character,"[-0.0352807  -0.0544456   0.00928054  0.03582993  0.10993072  0.03126102
  0.1253894  -0.0787474  -0.01013151 -0.01603352 -0.03831844 -0.01027186
 -0.70883801 -0.039218    0.0271018   0.0525606   0.0755919  -0.06768854
 -0.01783478  0.00880539 -0.08324612 -0.0191394  -0.0381993   0.0032998
 -0.02533988  0.07611816 -0.08600574  0.0174748   0.05962239 -0.12636308
  0.0159272   0.01607548 -0.01431058 -0.03518045  0.07055484 -0.01770542
 -0.00317564  0.008222    0.07204554  0.01913432 -0.12757674  0.01483356
  0.0258552  -0.03715423  0.08184728  0.04265934  0.07545262  0.02761038
 -0.0521141   0.0022505 ]",reviews; positive,opinions,0,0,0,1
restaurant_reviews.docx,11,"The menu is short and built around a classic repertoire that speaks of another place of rocky hillsides and blue sky, a long way from here.",menu short built around classic repertoire speaks another place rocky hillsides blue sky long way,"[-6.82014997e-02 -6.83222078e-02  6.31268999e-02  1.99694993e-02
  9.49649210e-02  8.71887996e-02  1.94108781e-01 -1.90696010e-02
  9.38760377e-04 -4.85493990e-02 -3.54177207e-02  1.83710990e-02
 -1.01085221e+00 -2.43090813e-02  6.27102040e-03 -5.63503880e-03
  4.04932197e-02  3.56613986e-03 -8.17232391e-02 -3.29455993e-02
 -2.40390388e-02 -7.89034422e-02  2.38213263e-02 -9.14185600e-02
 -1.11420406e-02  6.32399206e-02 -7.48719608e-02  1.48537405e-02
  4.02718036e-03 -3.54273596e-02  3.60552881e-02  1.05097611e-02
 -3.06091002e-02 -8.99602223e-02  1.39698501e-01  5.20525427e-02
 -6.15033958e-03 -2.67137598e-02  1.04216920e-01  2.34462008e-02
 -1.34089596e-01  1.87160671e-02  1.68923996e-02 -2.35622002e-02
  1.99035582e-02  2.61528005e-02  8.50728393e-02  2.35650681e-02
 -2.01922126e-03  7.14577803e-02]",menu,place,0,1,0,0
restaurant_reviews.docx,12,"The closest thing to a revelation is their hummus, which is homely, as if the chickpeas have been broken up with a fork, rather than blitzed",closest thing revelation hummus homely chickpeas broken fork rather blitzed,"[-0.02551564 -0.02254624  0.00788122  0.06946618 -0.00775087  0.0372901
 -0.0037692  -0.04347634 -0.0325853  -0.05899498 -0.0078216  -0.025359
 -0.45956899 -0.05210674  0.03128754 -0.00146308  0.0926946  -0.0389092
  0.04602978 -0.0459468  -0.02060196  0.0257242  -0.04064667  0.00418128
 -0.00721328  0.2226092  -0.05016689  0.023836   -0.00775644 -0.060457
  0.0396084   0.03606237  0.02063312 -0.08727392 -0.02166168  0.00980012
  0.0414085  -0.05870886  0.0532172   0.08019878  0.08981127  0.0393592
  0.0605378  -0.06874584  0.08078876  0.0341889   0.0962208   0.00424832
 -0.01224424  0.05946758]",middle-eastern,food and drinks,1,0,0,0
restaurant_reviews.docx,13,"a basket of pitta for £1 served warm, and just crying out to be pressed into service.",basket pitta served warm crying pressed service,"[ 0.00317676 -0.0252834   0.0476024  -0.01352694 -0.0028064   0.01974602
  0.0054004  -0.0303396   0.023518   -0.06229449  0.00050758 -0.00866154
 -0.38303661 -0.03205998  0.019636    0.04946128  0.01567252 -0.0594965
 -0.0560714  -0.04546    -0.0423792  -0.00732586  0.00053674 -0.01907366
  0.0303191   0.1146198  -0.0231192  -0.01529682 -0.01806526 -0.0338842
  0.00049826  0.0571872  -0.0423092  -0.0268956   0.0295816  -0.04451107
 -0.02747164  0.01610806  0.04228134  0.0902576  -0.0163608   0.02376488
  0.0205164  -0.0241912   0.08541832 -0.0150928   0.05517566  0.0039328
  0.0401244   0.00511872]",starters; greek,food and drinks,1,0,0,0
restaurant_reviews.docx,13,"Use it, too, on the high whipped peaks of their taramasalata",Use high whipped peaks taramasalata,"[-0.0030968  -0.0208132   0.0147346  -0.0006374   0.01524385  0.01471258
  0.04102438 -0.0467148   0.0105326  -0.00669732 -0.0431092   0.01759482
 -0.255624    0.01204784  0.01759786 -0.02649656  0.01694853 -0.04358906
  0.016669   -0.00815586 -0.00098328 -0.0021841   0.0243482  -0.0117644
 -0.00143274  0.03263902 -0.02578204  0.02062018 -0.0171672   0.00412612
  0.027586    0.0140146  -0.01302664 -0.03683422  0.00213328 -0.0056482
 -0.0049639   0.03919814 -0.0129338   0.019927   -0.01603586 -0.0079488
 -0.008251   -0.0171404   0.0238852  -0.0493132   0.00935238  0.0164592
  0.0072686   0.04162136]",starters; greek,food and drinks,1,0,0,0
restaurant_reviews.docx,14,"Partner it with thick slabs of halloumi, charcoal grilled, then dribbled in olive oil and lemon juice.",Partner thick slabs halloumi charcoal grilled dribbled olive oil lemon juice,"[-0.11617744 -0.11324952  0.02781548 -0.01511084  0.07021548  0.02847922
 -0.1048908  -0.12749122  0.03117452 -0.03288712 -0.06788788 -0.0208823
 -0.4850382  -0.06446062  0.05189926 -0.0135725   0.12786294 -0.131775
  0.05584579 -0.01677176 -0.11625054  0.02911943  0.05803514 -0.09757234
 -0.00287804  0.2084374  -0.04213394  0.0819058   0.01140774 -0.08561035
  0.04114356  0.1392876  -0.0704042  -0.08922754 -0.06152664 -0.06916224
  0.03534242  0.05328928  0.1627864   0.1816668  -0.00742654 -0.098229
 -0.03433889 -0.0839416   0.0778934   0.0026662   0.091017    0.0251943
  0.02965068  0.0701296 ]",greek,food and drinks,1,0,0,0
restaurant_reviews.docx,14,These platefuls will set you back a mighty fiver or so each.,platefuls set back mighty fiver,"[-3.69379397e-02 -1.61474004e-02  7.79425949e-03 -2.10597198e-02
  5.90980083e-03 -6.92659885e-03  3.35628003e-02  6.06600344e-04
 -2.00740099e-04  7.42519926e-04  2.40788004e-02  1.90498656e-02
 -2.50261998e-01 -3.76328006e-02 -1.12647800e-02  1.64192806e-02
  8.29980031e-03 -1.03073996e-02 -4.02213006e-02 -4.62786049e-03
 -2.60065997e-02 -8.69972020e-03  1.12100013e-02 -3.25832999e-02
 -1.48705201e-02  4.33617598e-02  1.69085607e-02 -1.77567995e-02
  1.01050806e-02 -9.15937975e-03  3.04118013e-02  2.96568406e-02
  3.12370794e-02  2.84851591e-02  5.30341989e-02  2.31439989e-02
  8.30971956e-03 -6.55781988e-03 -1.43809803e-02  2.68595006e-02
 -2.12904000e-02  1.15201998e-02  1.08944796e-02  2.17253596e-02
  5.50638589e-02 -4.22480047e-03  6.65739939e-03 -1.92925003e-02
  3.18558002e-02  3.60134000e-02]",greek,food and drinks,1,0,0,0
restaurant_reviews.docx,14,"Throw in a crisp salad, heavy with pickled peppers and salty kalamata olives.",Throw crisp salad heavy pickled peppers salty kalamata olives,"[-0.01280962 -0.0883052   0.0723096   0.00838432  0.0210304   0.02802774
 -0.0395612  -0.02981982 -0.0120434  -0.0725856  -0.00837948 -0.05806699
 -0.3936914  -0.06723502  0.04338109  0.02019731  0.0988086  -0.14490994
  0.07257032 -0.04363514 -0.07830158  0.01892662  0.029257   -0.1198935
  0.03178266  0.13597534 -0.020635    0.13976104  0.00105812 -0.1077114
  0.03210756  0.17452702 -0.0331743   0.02208122 -0.1216584  -0.0291124
 -0.04424486 -0.04353442  0.1504308   0.1905124   0.01362796 -0.069063
 -0.02726972 -0.05559778  0.06427042  0.0382962   0.0849056  -0.02446342
  0.0076032   0.09078774]",greek,food and drinks,1,0,0,0
restaurant_reviews.docx,15,Just come here and eat Greek Cypriot food and feel both better about yourself and properly looked after,come eat Greek Cypriot food feel better properly looked,"[ 7.45791979e-03  4.64382605e-02  2.36968793e-02  6.59293979e-03
  2.14313800e-02  9.32000875e-04  6.88936194e-02 -1.56517400e-02
  3.89744011e-02  3.09030008e-02 -8.18412006e-02 -1.37847597e-01
 -7.20637008e-01 -2.21115605e-02 -2.52451956e-03 -2.03989402e-02
  2.89587926e-03 -9.84074000e-02 -8.08759790e-02 -6.15734003e-02
  1.01085996e-02 -1.67806578e-02 -7.50639774e-04  2.71650200e-02
  8.26979965e-03  1.50200198e-01  1.93458540e-02  1.77878445e-02
  5.07454795e-02 -7.67480010e-02  2.25676402e-02  5.17353794e-02
 -1.79971610e-02 -1.15133679e-03  3.61652784e-03  1.73784006e-02
  1.68472811e-02 -3.21229935e-03  2.78377991e-02  9.90538013e-02
 -4.01453990e-02  5.29978722e-04 -1.69115990e-02 -2.56246033e-02
  8.53769982e-02 -1.79021999e-02  8.48977588e-02  4.32120395e-02
 -8.17401993e-02  5.83733393e-02]",positive,opinions,0,0,0,1
restaurant_reviews.docx,16,The looking after is done tonight by one young woman who manages the constant flood of customers with a glorious ease as if she just happened to be passing through and might as well bring these plates of your dinner as she's going that way.,looking done tonight one young woman manages constant flood customers glorious ease happened passing might well bring plates dinner shes going way,"[ 1.08416505e-02  1.01494781e-01  6.94253200e-02 -4.48091665e-02
  2.53031444e-02  1.07596919e-01  3.24191880e-01 -2.11660812e-02
 -5.61829211e-02 -4.88297014e-02 -5.12004486e-02 -3.62782796e-02
 -1.74243798e+00 -1.02743734e-02 -1.07958201e-02  9.38708708e-02
  1.94678779e-02 -8.80344305e-02 -1.57705259e-01 -9.57096097e-02
 -2.68140594e-02 -6.13015399e-02 -6.47886422e-02  7.72445376e-02
 -5.61157204e-02  3.63013804e-01  1.87386198e-02  2.93808387e-02
  1.24742003e-02 -2.21761548e-02  2.41353807e-02  4.33494802e-02
  9.86555591e-05  2.11492202e-02  8.65526641e-02  1.50781262e-01
 -7.31620601e-02  1.20770260e-01  4.28932391e-02  1.16078444e-01
 -1.11995562e-01  6.61612595e-02  1.43127643e-01  4.52333584e-02
  1.24774360e-01 -6.37851389e-02  1.05420000e-01  2.31537203e-02
 -5.38778416e-02  1.40152362e-01]",service; customers; positive,opinions; people,0,0,1,1
restaurant_reviews.docx,17,And yet nobody is left waiting,yet nobody left waiting,"[-0.00058254  0.0223762   0.0093396  -0.00247836 -0.0190772  -0.004852
  0.070048    0.01872504  0.0162367   0.02117638  0.01188008 -0.0272296
 -0.371182   -0.01119776 -0.0316328   0.02102578 -0.0128886  -0.01574346
 -0.05478074 -0.0442322   0.0087486  -0.00699776  0.00709474  0.0078554
  0.01255462  0.0601652  -0.01014512 -0.0343102   0.00221     0.00233798
 -0.01799534  0.01841092 -0.00820982  0.0093672   0.005835    0.0341948
 -0.01413664  0.00143801  0.008737    0.016686   -0.0222263   0.0628434
  0.041549   -0.01694178  0.01463714 -0.0293408   0.0256798  -0.01768726
 -0.01502648  0.0379362 ]",service; customers; positive,opinions; people,0,0,1,1
restaurant_reviews.docx,18,I ask her how long the restaurant has been here.,ask long restaurant,"[ 0.0145444   0.0060128  -0.01992158 -0.00530016  0.01862616 -0.0196658
  0.024501   -0.007254   -0.0027663  -0.0095282  -0.039218   -0.0260598
 -0.2255     -0.0088114  -0.0165304   0.01183538  0.00710036 -0.0259604
 -0.03960696 -0.0231512   0.01816506 -0.0173754  -0.015709   -0.006686
 -0.0015858  -0.00928524  0.01467256 -0.010453    0.01587278 -0.032618
  0.0027292   0.00351302 -0.02424214 -0.0276787   0.01705314  0.0170342
  0.004345   -0.002374    0.0177272   0.0026318  -0.0628126   0.0296182
 -0.00467509  0.00455555  0.0278936  -0.0032114   0.03017038  0.00242822
  0.01479744 -0.0085722 ]",service,people,0,0,1,0
restaurant_reviews.docx,18,She smiles and says: 'At least as long as I've been alive.',smiles says least long Ive alive,"[ 0.0036034   0.0134518   0.04759862  0.01884819 -0.0311227   0.00781534
  0.08512652 -0.015565   -0.03497452  0.00402264 -0.00691754 -0.04381896
 -0.4914     -0.000509   -0.034587    0.0525836   0.00279806 -0.0321798
 -0.036202   -0.0713772   0.02714774  0.00284022  0.00142394  0.01056282
  0.0090964   0.0968928  -0.04637732 -0.0406626   0.03381278 -0.00587242
 -0.0192144   0.0328302  -0.01579826  0.0201255   0.0147316   0.0597766
 -0.01156315 -0.01051342  0.02732484 -0.00383616 -0.0521341   0.0122646
  0.0382358   0.02722566 -0.0109556  -0.05101708  0.03704626 -0.0115138
 -0.037206    0.02651822]",service,people,0,0,1,0
